customer_id,gender,senior_citizen,is_senior,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,charge_group,total_charges,churn,churn_flag,monthly_revenue_at_risk,annual_revenue_at_risk
5349-IECLD,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,High Charge,178.1,Yes,1,94.95,1139.4
1397-XKKWR,Male,0,Non-Senior,No,No,7,7-12 Months,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,Medium Charge,264.8,No,0,0.0,0.0
3945-GFWQL,Female,0,Non-Senior,No,Yes,12,7-12 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,Medium Charge,480.6,Yes,1,44.55,534.5999999999999
8097-OMULG,Male,0,Non-Senior,Yes,Yes,59,49+ Months,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,High Charge,4541.9,No,0,0.0,0.0
6013-BHCAW,Male,0,Non-Senior,Yes,Yes,61,49+ Months,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,High Charge,4976.15,No,0,0.0,0.0
0401-WDBXM,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,High Charge,7542.25,No,0,0.0,0.0
3387-PLKUI,Female,0,Non-Senior,Yes,Yes,13,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,Low Charge,251.25,No,0,0.0,0.0
6096-EGVTU,Female,0,Non-Senior,Yes,Yes,64,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,Low Charge,1595.5,No,0,0.0,0.0
3797-VTIDR,Male,0,Non-Senior,Yes,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,Low Charge,23.45,Yes,1,23.45,281.4
5081-NWSUP,Female,0,Non-Senior,No,No,10,7-12 Months,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,Medium Charge,685.55,No,0,0.0,0.0
2580-ATZSQ,Female,0,Non-Senior,Yes,Yes,65,49+ Months,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,Medium Charge,3874.1,No,0,0.0,0.0
8085-MSNLK,Female,0,Non-Senior,Yes,No,62,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,High Charge,6891.4,No,0,0.0,0.0
9691-HKOVS,Female,0,Non-Senior,Yes,No,55,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,High Charge,4916.95,No,0,0.0,0.0
9881-VCZEP,Female,0,Non-Senior,Yes,No,25,25-48 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,Medium Charge,1373.0,No,0,0.0,0.0
9526-BIHHD,Male,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,Low Charge,29.7,Yes,1,29.7,356.4
8757-TFHHJ,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,Medium Charge,49.8,No,0,0.0,0.0
4523-WXCEF,Female,0,Non-Senior,Yes,No,59,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,High Charge,6039.9,Yes,1,101.1,1213.1999999999998
1468-DEFNC,Male,1,Senior,Yes,Yes,64,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,Low Charge,1548.65,No,0,0.0,0.0
5119-KEPFY,Male,0,Non-Senior,Yes,No,36,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,High Charge,3440.25,No,0,0.0,0.0
8364-TRMMK,Female,0,Non-Senior,No,No,3,0-6 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,Medium Charge,151.3,Yes,1,50.65,607.8
0916-KNFAJ,Male,0,Non-Senior,Yes,No,61,49+ Months,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,Medium Charge,4226.7,No,0,0.0,0.0
8319-QBEHW,Male,0,Non-Senior,No,Yes,26,25-48 Months,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,Medium Charge,1023.75,No,0,0.0,0.0
3063-QFSZL,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,Medium Charge,55.4,Yes,1,55.4,664.8
8775-LHDJH,Female,1,Senior,Yes,No,1,0-6 Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,High Charge,90.6,Yes,1,90.6,1087.1999999999998
9625-QNLUX,Male,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,High Charge,7074.4,No,0,0.0,0.0
3097-NQYSN,Male,1,Senior,Yes,No,2,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,High Charge,156.35,Yes,1,86.85,1042.1999999999998
4024-CSNBY,Female,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,High Charge,6849.75,No,0,0.0,0.0
7110-BDTWG,Female,0,Non-Senior,Yes,No,71,49+ Months,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,Medium Charge,3263.6,No,0,0.0,0.0
7493-GVFIO,Male,0,Non-Senior,No,No,57,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,Low Charge,1252.85,No,0,0.0,0.0
0690-SRQID,Male,0,Non-Senior,No,No,4,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,Low Charge,67.55,No,0,0.0,0.0
9605-WGJVW,Female,1,Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,High Charge,70.2,No,0,0.0,0.0
9114-DPSIA,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,High Charge,5750.0,No,0,0.0,0.0
4700-UBQMV,Male,0,Non-Senior,Yes,Yes,21,13-24 Months,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,High Charge,1549.75,No,0,0.0,0.0
7711-GQBZC,Female,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,Low Charge,1810.55,No,0,0.0,0.0
3565-UNOCC,Female,1,Senior,Yes,No,29,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,High Charge,2952.85,Yes,1,99.05,1188.6
4627-MIHJH,Female,1,Senior,No,No,69,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,High Charge,7467.55,No,0,0.0,0.0
9795-NREXC,Female,0,Non-Senior,Yes,No,64,49+ Months,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,High Charge,5484.4,No,0,0.0,0.0
8573-CGOCC,Male,0,Non-Senior,No,No,16,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,Low Charge,294.9,No,0,0.0,0.0
7356-AYNJP,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,Low Charge,97.5,No,0,0.0,0.0
9249-FXSCK,Female,0,Non-Senior,No,No,52,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,High Charge,5916.45,Yes,1,111.25,1335.0
5493-SDRDQ,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,Medium Charge,113.35,Yes,1,55.1,661.2
6286-SUUWT,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,Low Charge,19.95,No,0,0.0,0.0
4819-HJPIW,Male,0,Non-Senior,No,No,18,13-24 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,Low Charge,476.8,No,0,0.0,0.0
8654-DHAOW,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,Medium Charge,101.65,No,0,0.0,0.0
5438-QMDDL,Female,0,Non-Senior,Yes,No,19,13-24 Months,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,Medium Charge,1130.85,No,0,0.0,0.0
9812-GHVRI,Female,0,Non-Senior,No,No,40,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,High Charge,3532.25,No,0,0.0,0.0
5553-AOINX,Female,1,Senior,Yes,Yes,66,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,High Charge,6891.45,No,0,0.0,0.0
1228-ZLNBX,Male,0,Non-Senior,No,No,21,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,High Charge,1570.7,No,0,0.0,0.0
4226-KKDON,Male,0,Non-Senior,No,No,8,7-12 Months,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,Medium Charge,520.95,No,0,0.0,0.0
3831-YCPUO,Female,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,High Charge,7854.9,No,0,0.0,0.0
7445-WMRBW,Female,0,Non-Senior,No,No,48,25-48 Months,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,High Charge,3581.4,No,0,0.0,0.0
3308-DGHKL,Male,0,Non-Senior,No,No,69,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,Low Charge,1447.9,No,0,0.0,0.0
9924-JPRMC,Male,0,Non-Senior,No,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,High Charge,8547.15,No,0,0.0,0.0
0080-EMYVY,Female,0,Non-Senior,No,No,14,13-24 Months,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,Medium Charge,727.85,No,0,0.0,0.0
6218-KNUBD,Male,0,Non-Senior,No,No,6,0-6 Months,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,Medium Charge,357.6,No,0,0.0,0.0
7337-CINUD,Female,0,Non-Senior,Yes,Yes,8,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,Low Charge,159.35,No,0,0.0,0.0
7609-NRNCA,Female,0,Non-Senior,No,No,17,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,Low Charge,280.85,No,0,0.0,0.0
0623-EJQEG,Male,0,Non-Senior,No,No,65,49+ Months,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,High Charge,6069.25,No,0,0.0,0.0
7153-CHRBV,Female,0,Non-Senior,Yes,Yes,57,49+ Months,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,Medium Charge,3274.35,No,0,0.0,0.0
0871-URUWO,Male,0,Non-Senior,Yes,No,13,13-24 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,High Charge,1359.0,Yes,1,102.25,1227.0
9190-MFJLN,Male,1,Senior,No,No,19,13-24 Months,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,High Charge,1777.9,Yes,1,95.9,1150.8000000000002
6198-PNNSZ,Female,0,Non-Senior,Yes,No,56,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,High Charge,6109.65,No,0,0.0,0.0
3317-VLGQT,Female,0,Non-Senior,Yes,No,14,13-24 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,High Charge,1122.4,No,0,0.0,0.0
4132-POCZS,Male,0,Non-Senior,Yes,No,52,49+ Months,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,Medium Charge,2020.9,No,0,0.0,0.0
5614-DNZCE,Female,0,Non-Senior,No,No,58,49+ Months,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,Medium Charge,3795.45,No,0,0.0,0.0
1095-JUDTC,Female,1,Senior,No,No,47,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,High Charge,4504.55,Yes,1,95.05,1140.6
3896-RCYYE,Female,0,Non-Senior,No,No,67,49+ Months,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,Medium Charge,3579.15,No,0,0.0,0.0
9638-JIQYA,Male,0,Non-Senior,No,No,2,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,Low Charge,49.7,No,0,0.0,0.0
3258-SANFR,Male,1,Senior,No,No,6,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,Medium Charge,276.5,No,0,0.0,0.0
3726-TBHQT,Male,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,High Charge,8175.9,No,0,0.0,0.0
3190-ITQXP,Female,0,Non-Senior,Yes,Yes,46,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,Low Charge,890.35,No,0,0.0,0.0
0870-VEMYL,Female,0,Non-Senior,No,No,5,0-6 Months,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,Medium Charge,259.8,Yes,1,53.85,646.2
4833-QTJNO,Male,1,Senior,Yes,No,67,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,High Charge,5588.8,No,0,0.0,0.0
3039-MJSLN,Male,0,Non-Senior,No,Yes,3,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,Low Charge,50.6,No,0,0.0,0.0
0178-CIIKR,Female,0,Non-Senior,No,No,3,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,Low Charge,58.0,No,0,0.0,0.0
5385-SUIRI,Male,1,Senior,Yes,No,52,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,High Charge,5568.35,Yes,1,104.2,1250.4
3982-XWFZQ,Female,0,Non-Senior,Yes,No,42,25-48 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,Medium Charge,2203.65,Yes,1,50.25,603.0
5774-QPLTF,Male,0,Non-Senior,Yes,Yes,50,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,Low Charge,938.95,No,0,0.0,0.0
2322-VCZHZ,Male,1,Senior,Yes,No,23,13-24 Months,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,High Charge,2024.1,No,0,0.0,0.0
5010-IPEAQ,Female,0,Non-Senior,Yes,Yes,67,49+ Months,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,Medium Charge,3623.95,No,0,0.0,0.0
4009-ALQFH,Female,0,Non-Senior,No,No,25,25-48 Months,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,High Charge,2369.05,Yes,1,99.5,1194.0
6383-ZTSIW,Female,1,Senior,Yes,No,39,25-48 Months,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,High Charge,3877.95,No,0,0.0,0.0
8990-YOZLV,Female,0,Non-Senior,No,No,69,49+ Months,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.9,Medium Charge,4577.9,No,0,0.0,0.0
3069-SSVSN,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,Low Charge,25.85,No,0,0.0,0.0
5222-IMUKT,Male,0,Non-Senior,No,No,32,25-48 Months,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,High Charge,2871.5,No,0,0.0,0.0
3627-FCRDW,Female,0,Non-Senior,No,No,9,7-12 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,High Charge,672.55,Yes,1,71.0,852.0
7562-GSUHK,Female,0,Non-Senior,No,No,16,13-24 Months,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,High Charge,1573.7,Yes,1,93.2,1118.4
6685-XSHHU,Male,0,Non-Senior,Yes,Yes,60,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,Low Charge,1270.55,No,0,0.0,0.0
8901-UPRHR,Female,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,High Charge,7711.45,No,0,0.0,0.0
4903-UYAVB,Male,0,Non-Senior,Yes,No,5,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,Low Charge,126.05,Yes,1,19.35,232.20000000000002
0118-JPNOY,Female,1,Senior,No,No,26,25-48 Months,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,High Charge,2193.65,No,0,0.0,0.0
6776-TLWOI,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Low Charge,64.55,Yes,1,19.85,238.20000000000002
3845-FXCYS,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.65,Low Charge,31.2,No,0,0.0,0.0
5857-XRECV,Female,0,Non-Senior,No,Yes,2,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,Low Charge,38.25,No,0,0.0,0.0
0725-CXOTM,Female,0,Non-Senior,No,No,36,25-48 Months,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,High Charge,3348.1,No,0,0.0,0.0
4343-EJVQB,Male,0,Non-Senior,No,No,7,7-12 Months,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,High Charge,533.6,No,0,0.0,0.0
9000-PLFUZ,Female,1,Senior,Yes,No,60,49+ Months,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,Medium Charge,2907.55,No,0,0.0,0.0
3427-GGZZI,Female,0,Non-Senior,Yes,No,19,13-24 Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,High Charge,1620.8,No,0,0.0,0.0
7779-ORAEL,Male,1,Senior,Yes,No,45,25-48 Months,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,High Charge,3480.35,No,0,0.0,0.0
0644-OQMDK,Male,1,Senior,No,No,4,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,High Charge,293.85,No,0,0.0,0.0
4077-CROMM,Female,0,Non-Senior,Yes,Yes,31,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,High Charge,3243.45,Yes,1,104.2,1250.4
3154-CFSZG,Male,0,Non-Senior,Yes,Yes,47,25-48 Months,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,High Charge,4137.2,No,0,0.0,0.0
2868-MZAGQ,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,High Charge,79.25,Yes,1,79.25,951.0
4847-QNOKA,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,Medium Charge,44.9,Yes,1,44.9,538.8
2220-IAHLS,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,Low Charge,19.4,No,0,0.0,0.0
1658-XUHBX,Female,1,Senior,Yes,Yes,59,49+ Months,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,High Charge,5348.65,No,0,0.0,0.0
6379-RXJRQ,Male,0,Non-Senior,Yes,No,10,7-12 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,High Charge,659.65,Yes,1,70.1,841.1999999999999
2378-HTWFW,Male,1,Senior,No,No,35,25-48 Months,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,High Charge,3180.5,No,0,0.0,0.0
8650-RHRKE,Male,0,Non-Senior,No,No,4,0-6 Months,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,Low Charge,118.5,Yes,1,29.65,355.79999999999995
4377-VDHYI,Male,0,Non-Senior,Yes,Yes,32,25-48 Months,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,High Charge,3023.85,No,0,0.0,0.0
0475-RIJEP,Male,0,Non-Senior,No,No,43,25-48 Months,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,High Charge,3365.85,Yes,1,77.85,934.1999999999999
1260-TTRXI,Male,0,Non-Senior,No,No,4,0-6 Months,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,Medium Charge,195.3,Yes,1,54.3,651.5999999999999
3719-TDVQB,Female,1,Senior,Yes,No,54,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,Low Charge,1031.1,No,0,0.0,0.0
6328-ZPBGN,Female,1,Senior,No,No,11,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,High Charge,997.65,Yes,1,95.15,1141.8000000000002
0201-MIBOL,Female,1,Senior,No,No,66,49+ Months,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,High Charge,6471.85,No,0,0.0,0.0
4937-QPZPO,Male,0,Non-Senior,Yes,Yes,61,49+ Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,High Charge,6241.35,No,0,0.0,0.0
2925-VDZHY,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,High Charge,6501.35,No,0,0.0,0.0
6981-TDRFT,Male,0,Non-Senior,Yes,Yes,44,25-48 Months,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,Medium Charge,2317.1,No,0,0.0,0.0
3413-CSSTH,Male,0,Non-Senior,No,No,41,25-48 Months,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,Medium Charge,2237.55,No,0,0.0,0.0
8033-VCZGH,Male,0,Non-Senior,Yes,No,50,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,High Charge,5231.3,No,0,0.0,0.0
4789-KWMXN,Male,0,Non-Senior,Yes,No,47,25-48 Months,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,High Charge,5275.8,Yes,1,110.85,1330.1999999999998
0224-NIJLP,Male,0,Non-Senior,Yes,Yes,8,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,Low Charge,165.5,No,0,0.0,0.0
7542-CYDDM,Male,0,Non-Senior,No,No,18,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Low Charge,358.5,No,0,0.0,0.0
4718-WXBGI,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,High Charge,6614.9,No,0,0.0,0.0
2867-UIMSS,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,High Charge,80.5,Yes,1,80.5,966.0
